clean_text,reminder system,reward programme,misselling,customer service,product pricing,output,Category
creditcardco disappointing see pricing structure favoring wealthy struggling make ends meet inequality,0.08912088,0.158305407,0.329844028,0.070996083,0.351733625,product pricing,Inappropriate pricing
seriously creditcardco another rate hike time stop squeezing customers sta offering fair pricing enoughisenough,0.081538089,0.039445851,0.704428673,0.079226948,0.09536048,misselling,Inappropriate pricing
someone explain creditcardco charges double digit interest rates offering minimal benefits highway robbery ripoff,0.001515007,0.002253887,0.970340014,0.002988678,0.022902455,misselling,Inappropriate pricing
enough pricing surprises creditcardco impossible trust keep changing rules unpredictablefees,0.067176417,0.112920418,0.463832647,0.070815496,0.285255075,misselling,Inappropriate pricing
tired feeling like cash cow creditcardco pricing scheme designed bleed dry enoughofthis,0.086565636,0.159535706,0.403486103,0.052498758,0.29791379,misselling,Inappropriate pricing
hey creditcardco way manipulate interest rates feels like betrayal deserve better predatory pricing betrayedbyfees,0.006121056,0.006974725,0.942603946,0.009976436,0.034323819,misselling,Inappropriate pricing
incredible creditcardco manages consistently provide terrible customer suppo customerdissatisfaction,0.00607089,0.014276442,0.012610105,0.96250701,0.004535527,customer service,Ineffectual Customer Service
creditcardco suppo team needs lesson responsiveness emails calls unanswered,0.004953314,0.005278809,0.002711587,0.984003901,0.003052391,customer service,Ineffectual Customer Service
creditcardco adveise suppo hotline nobody ever picks customer service joke,0.004655987,0.024173008,0.005490503,0.962944925,0.002735653,customer service,Ineffectual Customer Service
beyond frustrated creditcardco suppo one seems care resolving issue,0.011691476,0.0145689,0.012024311,0.952856541,0.008858822,customer service,Ineffectual Customer Service
bother contacting creditcardco suppo keep hold forever provide solution,0.04442757,0.01303113,0.017335784,0.918625712,0.006579817,customer service,Ineffectual Customer Service
hey creditcardco suppo team lack urgency costing money time unacceptable,0.062941946,0.05279978,0.019734019,0.842280686,0.022243543,customer service,Ineffectual Customer Service
seriously regretting choosing creditcardco suppo non existent actually need help,0.018183121,0.141949892,0.598349512,0.222483084,0.019034401,misselling,Ineffectual Customer Service
creditcardco customers deserve better stuck hold indefinitely improve suppo system,0.016330849,0.018000998,0.011823788,0.947499037,0.006345344,customer service,Ineffectual Customer Service
dealing creditcardco suppo nightmare never follow promises made,0.0618672,0.10083925,0.360408783,0.441316009,0.03556871,customer service,Ineffectual Customer Service
creditcardco suppo team incompetence pushing loyal customers away time step game,0.018994838,0.031676643,0.084603257,0.853768349,0.010956947,customer service,Ineffectual Customer Service
another day another ignored creditcardco suppo account like shouting void,0.642543197,0.045096003,0.075931162,0.211313993,0.025115607,reminder system,Ineffectual Customer Service
disappointed creditcardco lack empathy assistance suppo letdown,0.007041001,0.012316129,0.013194078,0.962131917,0.005316881,customer service,Ineffectual Customer Service
got phone creditcardco suppo three transfers still solution customerservicefail,0.003248796,0.006094758,0.003577602,0.984865904,0.002212932,customer service,Ineffectual Customer Service
creditcardco suppo team negligence huing reputation customers deserve better treatment,0.003651028,0.004563703,0.010055088,0.979235232,0.002494946,customer service,Ineffectual Customer Service
wasted hours trying reach creditcardco suppo simple query response help,0.006470066,0.01322796,0.010110602,0.964178085,0.006013313,customer service,Ineffectual Customer Service
creditcardco suppo email goes black hole months still resolution customerneglect,0.004420235,0.003133403,0.002600086,0.987767041,0.002079217,customer service,Ineffectual Customer Service
frustrating creditcardco suppo line disconnects holding hour joke,0.038777493,0.054361414,0.052368596,0.828381062,0.026111439,customer service,Ineffectual Customer Service
believe difficult reach creditcardco suppo team response assistance customerdisappointment,0.0048796,0.006164875,0.004516535,0.980820835,0.003618166,customer service,Ineffectual Customer Service
creditcardco lack response assistance clear indication poor customer suppo unsatisfied,0.004553617,0.005468829,0.003983781,0.982810915,0.003182867,customer service,Ineffectual Customer Service
friendly reminder creditcardco suppo team seem know meaning urgency,0.806316793,0.004839106,0.00144347,0.185782671,0.001617974,reminder system,Ineffectual Customer Service
hold creditcardco suppo umpteenth time maybe one day someone pick,0.398863196,0.304638684,0.085474201,0.14801316,0.063010849,reminder system,Ineffectual Customer Service
big shoutout creditcardco superb customer suppo handled concerns utmost professionalism care customerserviceexcellence,0.000691293,0.00162086,0.000622549,0.996520698,0.000544645,customer service,Ineffectual Customer Service
blown away outstanding suppo received creditcardco resolved issue promptly left feeling valued customer impressivesuppo,0.001469879,0.004180874,0.001798384,0.990864515,0.001686304,customer service,Ineffectual Customer Service
thumbs creditcardco suppo team exceptional knowledge assistance guided process effolessly knowledgeablesuppo,0.010339924,0.02058395,0.007625246,0.952370644,0.009080257,customer service,Ineffectual Customer Service
want express gratitude creditcardco attentive personalized suppo truly care customers needs customercare,0.001871192,0.008477477,0.001159316,0.987427592,0.001064423,customer service,Ineffectual Customer Service
creditcardco suppo went beyond ensure satisfaction turned challenging situation positive experience goingtheextramile,0.003376792,0.010699717,0.003118393,0.979801774,0.003003299,customer service,Ineffectual Customer Service
kudos creditcardco well trained suppo team patient understanding resolved issue ease greatjob,0.003304602,0.015193219,0.002426567,0.977096796,0.00197886,customer service,Ineffectual Customer Service
excellent experience creditcardco suppo representative friendly efficient resolved concern time smoothresolution,0.00067754,0.001586357,0.00075774,0.996302664,0.000675679,customer service,Ineffectual Customer Service
impressed prompt response resolution provided creditcardco suppo team truly value customers time responsivesuppo,0.001834879,0.002751445,0.001655675,0.992200613,0.001557471,customer service,Ineffectual Customer Service
creditcardco suppo team saved day quick action problem solving skills turned potential disaster seamless experience customerheroes,0.001058821,0.002446838,0.001082451,0.994517684,0.000894264,customer service,Ineffectual Customer Service
want give shoutout creditcardco consistent reliable suppo never fail address concerns promptly reliableservice,0.027819185,0.070731632,0.02488859,0.853990316,0.022570318,customer service,Ineffectual Customer Service
huge thank creditcardco proactive suppo reached resolve issue even repoed yet proactiveassistance,0.003906302,0.023022722,0.004984614,0.96465081,0.003435594,customer service,Ineffectual Customer Service
impressed creditcardco suppo team dedication customer satisfaction went extra mile ensure positive experience customerhappiness,0.001527284,0.002076827,0.001095222,0.994284391,0.001016263,customer service,Ineffectual Customer Service
creditcardco suppo team deserves recognition exceptional communication skills listened attentively provided clear guidance effectivecommunication,0.02744798,0.051891893,0.022572946,0.881701708,0.016385479,customer service,Ineffectual Customer Service
shoutout creditcardco reliable suppo reassuring know assistance call away matter time day alwaysthereforcustomers,0.001945173,0.001903005,0.000766393,0.994679391,0.000706049,customer service,Ineffectual Customer Service
want express appreciation creditcardco consistent high quality suppo set benchmark exceptional customer service industry customerserviceexemplary,0.000839031,0.001765514,0.000852787,0.995775521,0.00076714,customer service,Ineffectual Customer Service
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,0.002608193,0.003781982,0.003589691,0.971163929,0.018856218,customer service,Inappropriate pricing
apologize pricing structure caused inconvenience feedback helps ongoing effos ensure credit card fees charges reasonable customer friendly customerfirstapproach,0.003348614,0.005707251,0.003807929,0.89229691,0.094839334,customer service,Inappropriate pricing
apologize confusion caused pricing structure actively reassessing fee policies ensure align customer expectations fair thank bringing attention alignedwithcustomers,0.031671409,0.043799341,0.078026481,0.701755583,0.144747183,customer service,Inappropriate pricing
apologize inconvenience caused pricing structure rest assured committed providing competitive transparent pricing benefits customers thank feedback transparentpolicies,0.080831125,0.076002494,0.065148689,0.347575754,0.430441946,product pricing,Inappropriate pricing
apologize inconvenience caused pricing structure rest assured committed providing competitive transparent pricing benefits customers thank feedback transparentpolicies,0.080831125,0.076002494,0.065148689,0.347575754,0.430441946,product pricing,Inappropriate pricing
understand concerns regarding pricing structure rest assured continuously review fees charges ensure fairness appreciate feedback transparentpricing,0.203540444,0.134736627,0.138388857,0.165113822,0.358220279,product pricing,Inappropriate pricing
apologize inconvenience caused pricing structure feedback impoant committed evaluating adjusting fees better align customer needs thank input customercentricapproach,0.027560133,0.03621297,0.030081281,0.475934625,0.430211037,customer service,Inappropriate pricing
apologize inconvenience caused pricing structure feedback impoant committed evaluating adjusting fees better align customer needs thank input customercentricapproach,0.027560133,0.03621297,0.030081281,0.475934625,0.430211037,customer service,Inappropriate pricing
thank sharing feedback regarding altered product pricing actively reviewing pricing strategies ensure align customer needs expectations customerfeedback,0.0010796,0.000939057,0.00104613,0.003207946,0.993727267,product pricing,Inappropriate pricing
thank sharing feedback regarding product pricing genuinely appreciate input actively reviewing pricing models ensure fair reasonable customers fairpricingforall,0.001127984,0.001366822,0.001163746,0.002086112,0.994255364,product pricing,Inappropriate pricing
thank sharing feedback regarding product pricing genuinely appreciate input actively reviewing pricing models ensure fair reasonable customers fairpricingforall,0.001127984,0.001366822,0.001163746,0.002086112,0.994255364,product pricing,Inappropriate pricing
thank sharing feedback regarding product pricing genuinely appreciate input actively reviewing pricing models ensure fair reasonable customers fairpricingforall,0.001127984,0.001366822,0.001163746,0.002086112,0.994255364,product pricing,Inappropriate pricing
creditcardco sales representative misled buying expensive product need feeling cheated deceived misselling,0.001044257,0.001589695,0.844969511,0.06111056,0.091286026,misselling,MisSelling
hey creditcardco reminder system needs overhaul simply effective preventing missed due dates timeforchange,0.990121841,0.001100033,0.001655164,0.006417439,0.000705566,reminder system,Reminder System
appreciate creditcardco effos sending reminders morse code practical today fast paced world morsecodemishaps,0.970185757,0.015550124,0.002349379,0.010094597,0.0018202,reminder system,Reminder System
trusted creditcardco products suitable retired pensioners took advantage vulnerability high cost product sold causing immense financial stress predatorypractices misselling,0.001264414,0.001403631,0.509129226,0.001178689,0.487024009,misselling,MisSelling
frustrating creditcardco reminder system offer multiple notification options everyone checks email regularly limitedreminders,0.983552158,0.002725256,0.00179368,0.010778747,0.001150157,reminder system,Reminder System
loyal customer creditcardco reward program feels like one sided deal annual fee keeps increasing rewards keep shrinking unbalanced,0.00107703,0.948729694,0.046045084,0.002531383,0.001616889,reward programme,Reward Programme
receiving reminder carrier pigeon creditcardco might charming practical today fast paced world slowandinefficient,0.958990633,0.021499271,0.007048646,0.006585623,0.005875794,reminder system,Reminder System
receiving reminder telegrams creditcardco feels like scene period drama let move century shall telegraphtroubles,0.979606986,0.007921774,0.001768312,0.009057106,0.001645836,reminder system,Reminder System
shame creditcardco preying retired pensioners limited income sold product drained savings leaving struggling make ends meet financialexploitation misselling,0.002122266,0.002645058,0.9782269,0.001435135,0.01557063,misselling,MisSelling
shame creditcardco preying retired pensioners limited income sold product drained savings leaving struggling make ends meet financialexploitation misselling,0.002122266,0.002645058,0.9782269,0.001435135,0.01557063,misselling,MisSelling
reminder calls creditcardco always automated lack personalized information easy ignore forget roboticreminders,0.927859008,0.002758067,0.004094115,0.063038602,0.002250168,reminder system,Reminder System
reminder messages creditcardco generic catch attention anymore need something engaging memorable lacklusterreminders,0.992953241,0.002404152,0.001697096,0.00155323,0.001392254,reminder system,Reminder System
tired relying creditcardco reminder system unreliable caused accrue unnecessary late fees inaccuratereminders,0.987824857,0.001529845,0.006697044,0.003209318,0.000738958,reminder system,Reminder System
trying reach customer suppo inquire reward points keep transferring one depament another creditcardco get act together customerservicefail,0.001208613,0.606539667,0.001140913,0.390317738,0.000793203,reward programme,Reward Programme
trying redeem reward points flight creditcardco blackout dates restrictions make nearly impossible find suitable time redemptionhurdles,0.002160223,0.993888021,0.001384799,0.001300989,0.001265974,reward programme,Reward Programme
creditcardco reminder emails straight spam folder causing miss due dates needs fixed asap emailfail,0.947083354,0.002884291,0.007831554,0.040925618,0.001275149,reminder system,Reminder System
disgusted creditcardco targeting retired pensioners low income selling high cost products afford exploiting vulnerable individuals despicable misselling,0.00144237,0.002675996,0.885946929,0.001735843,0.108198851,misselling,MisSelling
disgusted creditcardco targeting retired pensioners low income selling high cost products afford exploiting vulnerable individuals despicable misselling,0.00144237,0.002675996,0.885946929,0.001735843,0.108198851,misselling,MisSelling
feeling frustrated creditcardco reward program points expire quickly making impossible save meaningful redemption shoexpiration,0.00199669,0.992959201,0.002475491,0.001464147,0.001104429,reward programme,Reward Programme
finally managed redeem reward points weeks back foh creditcardco customer service process complicated redemptionstruggles,0.001253277,0.479504079,0.000537887,0.518214583,0.000490166,customer service,Reward Programme
hey creditcardco adveise amazing rewards offer limited availability feels like bait switch tactic falsepromises,0.000759995,0.385948867,0.61135745,0.001466023,0.000467671,misselling,Reward Programme
received fax creditcardco reminder please enter digital age faxinthedigitalera,0.959337473,0.012535365,0.00146786,0.024368562,0.002290839,reminder system,Reminder System
trusted creditcardco took advantage trust sold ridiculously expensive product could gotten much less elsewhere exploitation misselling,0.000379508,0.000735684,0.379410356,0.000601267,0.618873239,product pricing,MisSelling
creditcardco reminder system send notifications day due date enough time make payment lastminutereminders,0.994022608,0.001096094,0.000611433,0.003582537,0.000687263,reminder system,Reminder System
creditcardco sending reminders via fax relic past time catch modern communication methods faxfail,0.982955635,0.003364558,0.001382972,0.010391817,0.001904981,reminder system,Reminder System
apologize confusion caused misleading customer communication committed providing accurate reliable information customers feedback valuable helping achieve goal transparentmessaging,0.004543761,0.005562959,0.034803446,0.951045394,0.004044417,customer service,Channel of Communication
appreciate feedback misleading customer communication rest assured committed providing clear accurate information customers ensuring transparency trust thank raising concern clearandtrustwohymessaging,0.007513833,0.007920563,0.165673062,0.810667157,0.008225336,customer service,Transparency of communication
hey creditcardco changing rewards program accumulated points unfair bait switch loyal customers rewardsmanipulation,0.001608673,0.463774502,0.530860543,0.002993364,0.000762924,misselling,Reward Programme
apologize inconvenience caused timing communication feedback valuable working diligently improve communication strategies better meet needs improvedtiming,0.167509839,0.156400532,0.128674984,0.456882417,0.090532258,customer service,Reminder System
impressed exceptional rewards rate creditcardco satisfying earn rewards everyday purchases rewardsgalore,0.00203536,0.992102742,0.001309142,0.002713927,0.001838785,reward programme,Reward Programme
dear creditcardco consider adding customizable payment reminder notifications allowing users set preferred dates times paymentreminders,0.847728789,0.004758663,0.002123881,0.142608434,0.002780155,reminder system,Reminder System
hey creditcardco automated phone call reminder system upcoming payments would great sometimes texts emails get overlooked paymentreminders,0.95361203,0.001125419,0.000861562,0.04354221,0.000858886,reminder system,Reminder System
hats creditcardco proactive communication upcoming changes credit card terms conditions provided comprehensive explanation ensuring transparency well done termsandconditions,0.01503946,0.037385006,0.013529224,0.926232576,0.007813732,customer service,Transparency of communication
notification creditcardco changes account arrived changes already taken effect timeliness crucial untimelycommunication,0.36397323,0.176459312,0.137740657,0.188131645,0.133695215,reminder system,Channel of Communication
credit card rewards earned creditcardco expired could redeem frustrating feels like waste expiredrewards,0.000812761,0.996437788,0.001396215,0.000824675,0.00052848,reward programme,Reward Programme
apologize incorrect reward points balance card team rectifying issue ensure accurate balance reflected thank patience rewardpoints,0.003757117,0.784457028,0.005113294,0.203794584,0.002877967,reward programme,Reward Programme
tired creditcardco misleading rewards program adveise fantastic benefits nearly impossible redeem emptypromises,0.000622913,0.499500334,0.499027699,0.000457032,0.000392063,reward programme,Reward Programme
apologize confusion regarding credit card rewards redemption process customer suppo team guide steps address concerns redeemrewards,0.00181434,0.235752359,0.000736499,0.760840535,0.000856216,customer service,Reward Programme
received promotional email creditcardco limited time offer expired even read improve timing please missedoppounity,0.088474594,0.706593931,0.104405686,0.071108408,0.029417278,reward programme,Reminder System
understand impoance timely communication feedback valuable actively working enhance timing messages better serve thank patience improvedtiming,0.191070437,0.179758042,0.131678551,0.422441095,0.075051859,customer service,Reminder System
tired creditcardco complex confusing rewards program nearly impossible understand maximize benefits complicatedrewards,0.001245663,0.993857622,0.002546818,0.001230351,0.001119619,reward programme,Reward Programme
hey creditcardco consider implementing missed payment ale system notifies customers immediately payment overlooked helping avoid late fees paymentreminders,0.916519642,0.003207125,0.004175346,0.074327454,0.001770428,reminder system,Reminder System
shoutout creditcardco stellar response credit card reward redemption problem promptly resolved issue received redeemed rewards without hassle thank valuing customers rewardprogram,0.000741575,0.521426916,0.000528722,0.47685957,0.000443215,reward programme,Reward Programme
trying redeem rewards points creditcardco months redemption process overly complicated time consuming redemptionfrustration,0.001606667,0.994005144,0.001243505,0.00216508,0.000979587,reward programme,Reward Programme
understand impoance timely billing information team addressing delay issue ensure next statement delivered promptly thank patience timelycommunication,0.078665644,0.071777135,0.070533328,0.706581116,0.0724428,customer service,Channel of Communication
impressed rewards structure new credit card schemes introduced creditcardco seem offer excellent incentives cardholders rewardsprogram,0.002178062,0.992818713,0.001522716,0.001773546,0.001706842,reward programme,Reward Programme
kudos creditcardco transparent communication credit limit increase process clear explanations requirements make easier customers transparentcommunication,0.075330377,0.086140707,0.065374799,0.712702453,0.060451675,customer service,Channel of Communication
dear creditcardco offering option receive payment reminders via whatsapp popular messaging apps would convenient customers paymentreminders,0.883473516,0.003579994,0.002335391,0.10871727,0.001893912,reminder system,Reminder System
suggestion creditcardco consider introducing voice enabled sma speaker reminders payment due dates offering innovative hands free approach paymentreminders,0.991693974,0.00188219,0.000759065,0.004162875,0.001501854,reminder system,Reminder System
dear creditcardco allowing customers choose preferred mode payment reminder communication email text phone call would cater diverse preferences paymentreminders,0.719543695,0.001867849,0.001069475,0.276635706,0.000883309,reminder system,Channel of Communication
hey creditcardco opted paper statements receive payment reminders often arrive late arrive defeats purpose reminders please ensure timely consistent delivery latestatements paymentreminders,0.942540109,0.002952764,0.005186054,0.04761298,0.001707978,reminder system,Channel of Communication
creditcardco push notifications payment reminders mobile app working properly rely inconsistent sometimes show please fix issue pushnotificationproblem paymentreminders,0.972933769,0.003834811,0.001417114,0.020781379,0.001033025,reminder system,Channel of Communication
hey creditcardco appreciate effo payment reminder emails content vague would helpful include specific amount due due date subject line quick reference clearemails paymentreminders,0.81182152,0.001143405,0.001335296,0.184930667,0.000769159,reminder system,Channel of Communication
dear creditcardco text message reminders lack impoant details like minimum payment amount due date confusing leaves unsure pay please provide complete information incompletetexts paymentreminders,0.88903439,0.001016923,0.004935766,0.104185559,0.000827368,reminder system,Channel of Communication
creditcardco prefer receiving payment reminders via phone call automated system allow speak representative makes difficult address concerns questions nohumaninteraction paymentreminders,0.935363114,0.002331879,0.001801497,0.058804609,0.00169883,reminder system,Channel of Communication
hey creditcardco trying reach suppo team day luck anyone,0.024402309,0.077068441,0.03426205,0.845529914,0.018737324,customer service,Ineffectual Customer Service
creditcardco hold hour customer suppo complete disaster,0.003441489,0.004726118,0.006155436,0.983415961,0.00226103,customer service,Ineffectual Customer Service
got phone creditcardco suppo hour long wait solution provided customerservicefail,0.002554834,0.004172178,0.002299511,0.988873363,0.002100061,customer service,Ineffectual Customer Service
creditcardco lack response urgent issue extremely disappointing actual suppo,0.008942352,0.011763188,0.009147815,0.963844597,0.006302008,customer service,Ineffectual Customer Service
another day another ignored suppo ticket creditcardco even listening customers,0.306348741,0.077508301,0.10720893,0.464588165,0.04434593,customer service,Ineffectual Customer Service
trying reach creditcardco suppo feels like talking wall zero helpful assistance provided,0.033607859,0.0545214,0.037211105,0.845105529,0.029554127,customer service,Ineffectual Customer Service
seriously considering canceling card creditcardco customer suppo nonexistent,0.027677145,0.051483024,0.141060382,0.76134485,0.018434558,customer service,Ineffectual Customer Service
shoutout creditcardco worst suppo experience ever resolution wasted hours time,0.006262989,0.01838614,0.021834511,0.948791921,0.004724432,customer service,Ineffectual Customer Service
hey creditcardco already loyal customer keep bombarding credit card offers focus retention unnecessary acquisitions customerneglect,0.046736989,0.214197516,0.582813621,0.122677438,0.033574421,misselling,Miscellaneous
contacted creditcardco repo fraudulent activity customer service dismissive unhelpful poorfraudsuppo,0.001357023,0.001506475,0.001187026,0.994917154,0.001032295,customer service,Miscellaneous
received credit card excessive credit limit creditcardco even though clearly stated income limitations listen irresponsiblelending,0.052562114,0.061429355,0.795918286,0.060606234,0.029484054,misselling,Miscellaneous
sorry confusion caused credit card installment plan terms customer suppo team provide detailed explanation assist queries installmentplan,0.001343541,0.001407582,0.001164077,0.995235443,0.000849374,customer service,Miscellaneous
hey creditcardco already informed multiple times interested credit card stop wasting paper resources persistentmarketing,0.692677975,0.086601891,0.034236006,0.171241805,0.01524234,reminder system,Miscellaneous
huge thanks creditcardco dedicated team assisted credit card fraud case took immediate action reversed unauthorized charges reinforced trust security measures fraudprotection,0.004469532,0.005890339,0.003040417,0.982407451,0.004192291,customer service,Miscellaneous
thrilled latest credit card schemes unveiled creditcardco refreshing see bringing new oppounities benefits cardholders excitingtimes,0.092040926,0.628991067,0.064371683,0.080702767,0.133893609,reward programme,Miscellaneous
excited learn upcoming credit card schemes creditcardco essential delve deeper fine print analyze practicality financialnews,0.076921217,0.499923229,0.083281115,0.059947662,0.279926717,reward programme,Miscellaneous
big thanks creditcardco fraud protection measures feel secure knowing vigilant monitoring preventing unauthorized activity peaceofmind,0.090465978,0.101072423,0.076249525,0.662321806,0.069890305,customer service,Miscellaneous
credit card debt become burden managed properly impoant create budget develop repayment plan avoid financial strain debtmanagement,0.200941622,0.223499283,0.247518286,0.16724889,0.160791859,misselling,Miscellaneous
feeling deceived creditcardco marketing promised generous cashback program riddled hidden terms conditions misleadingads,0.000820263,0.423271865,0.574628234,0.000745803,0.000533868,misselling,Miscellaneous
shocked sky high interest rates creditcardco like want customers drown debt unreasonablerates,0.049468007,0.058714803,0.765988469,0.054576531,0.071252182,misselling,Miscellaneous
credit card schemes announced creditcardco seem promising however wait feedback users expes get comprehensive understanding waitandwatch,0.068773918,0.414107412,0.166238189,0.305075169,0.045805346,reward programme,Miscellaneous
apologize error credit card statement team working rectify ensure correct charges reflected thank understanding accuratestatements,0.008880676,0.012189625,0.009906282,0.956565738,0.012457689,customer service,Miscellaneous
credit cards provide convenient way make online purchases crucial stay vigilant protect personal information fraud onlinesecurity,0.422654629,0.212786347,0.076816171,0.105832189,0.181910649,reminder system,Miscellaneous
thanks credit card cashback program able save money everyday purchases like getting bonus every month cashback,0.002627046,0.990802526,0.001373093,0.002824621,0.002372797,reward programme,Miscellaneous
sorry inconvenience caused unauthorized transaction credit card fraud team already investigating matter take necessary action securitymatters,0.004946749,0.006768633,0.003598885,0.980811,0.003874679,customer service,Miscellaneous
kudos creditcardco exceptional problem solving skills addressed credit card pin issue promptly guided process setting new pin thank seamless experience customersuppo,0.002625648,0.005287854,0.002227008,0.987790942,0.002068536,customer service,Miscellaneous
kudos creditcardco seamless integration digital wallets incredibly convenient make secure quick payments phone digitalsimplicity,0.173243389,0.276582778,0.155969992,0.217873424,0.176330358,reward programme,Miscellaneous
late payment fees creditcardco unreasonable instead helping customers punish small oversight unfairpenalties,0.083362371,0.050016109,0.086751789,0.727688909,0.052180786,customer service,Miscellaneous
credit card offers great travel perks like airpo lounge access travel insurance making trips even enjoyable travelbenefits,0.009495281,0.94933933,0.007590729,0.01141166,0.022162894,reward programme,Miscellaneous
credit card terms conditions creditcardco intentionally vague confusing took advantage lack understanding unfaircontract,0.005790625,0.059210561,0.923962057,0.006432727,0.004604044,misselling,Miscellaneous
way creditcardco structures billing cycles designed trap customers paying late unethical unfair manipulativebilling,0.124823414,0.084969565,0.623843729,0.092311881,0.074051417,misselling,Miscellaneous
tired creditcardco constant promotional offers flooding mailbox overwhelming wasteful excessivemarketing,0.08493793,0.498045623,0.323815614,0.043172467,0.050028332,reward programme,Miscellaneous
creditcardco steep penalty fees minor late payments feels like punishing customers rather providing suppo unjustfees,0.065762192,0.053558487,0.703431785,0.132571399,0.044676159,misselling,Miscellaneous
received credit card offer creditcardco enticing benefits fine print reveals numerous restrictions exclusions hiddenterms,0.032137014,0.204741016,0.713670731,0.024916651,0.0245346,misselling,Miscellaneous
credit card website creditcardco slow glitchy frustrating trying manage account online websiteissues,0.060496733,0.695576131,0.057550143,0.129661709,0.05671531,reward programme,Miscellaneous
default interest rate creditcardco borderline usurious profiting people financial hardships exploitativepractices,0.166295931,0.171773255,0.300889879,0.137068868,0.223972023,misselling,Miscellaneous
feedback valuable apologize inconvenience caused assure taking immediate steps rectify situation customerfeedback,0.027404698,0.026643896,0.021707574,0.906582594,0.017661287,customer service,Miscellaneous
feedback valuable apologize inconvenience caused assure taking immediate steps rectify situation customerfeedback,0.027404698,0.026643896,0.021707574,0.906582594,0.017661287,customer service,Miscellaneous
interest rate creditcardco keeps increasing even though never missed payment frustrating feels like punishment unjustifiedratehike,0.048633493,0.043019556,0.797103465,0.06370081,0.047542717,misselling,Miscellaneous
loyal customer creditcardco years refuse increase credit limit despite excellent payment history stagnantlimit,0.03401567,0.038583141,0.378450125,0.523613334,0.025337713,customer service,Miscellaneous
credit card offer received creditcardco addressed deceased parent insensitive thoughtless targeting insensitivemarketing,0.02435437,0.231545523,0.713281512,0.019979125,0.010839561,misselling,Miscellaneous
creditcardco persuade switch card offering sign bonus deny bonus meeting requirements baitandswitch,0.000837779,0.094306938,0.902936518,0.00133437,0.00058438,misselling,Miscellaneous
beware creditcardco misleading interest rate offers low introductory rate quickly skyrockets leaving unexpected charges falsepromises,0.001110709,0.001399966,0.992991149,0.000835794,0.003662392,misselling,Miscellaneous
barclaysukhelp askpaypal either please explain paypal account authorised payment using expired card,0.003122113,0.007601635,0.003749533,0.983491123,0.002035626,customer service,Miscellaneous
barclaysukhelp youre nice action dont even know account locked dont means get branch use online much new card ordered wallasey branch days registered app says still,0.026219746,0.013840184,0.002020023,0.956165552,0.001754485,customer service,Ineffectual Customer Service
onthewight aists challenge isle wight festival credit card sponsor barclaycard fossil fuel investments https,0.017324397,0.908505559,0.038635533,0.021785233,0.013749369,reward programme,Miscellaneous
yesterday met team barclaysuk concerned going creeping bank closures high streets adding card society hopeful confirm soon post customers say deeply convinced work hope https rcqai,0.046430975,0.458457381,0.039393045,0.435976207,0.019742409,reward programme,Miscellaneous
barclays since already sent information barclays reason think received could make purchases cards literally credit card company issues pretty much every one fixes stuff instantly,0.014747112,0.020399947,0.008584552,0.944906533,0.011361858,customer service,Ineffectual Customer Service
barclaysukhelp itsstillsmee words however getting letter tomorrow telling interest rates mortgage credit card gone modern day highwaymen,0.053543251,0.007600211,0.038004208,0.895546854,0.005305439,customer service,Inappropriate pricing
barclaysukhelp new customer company waited days card amp pin arrived today full days opened account tried download app amp downloading could soon back natwest rate,0.002308839,0.006458351,0.000894256,0.988684356,0.001654258,customer service,Ineffectual Customer Service
lot come guardian lloydsbank hsbc barclays tescobanknews sold debts knew contaminated ppi mis selling laid house debt collector credit card customers realised liable debt,0.001924169,0.001461739,0.989153087,0.005799206,0.001661872,misselling,MisSelling
thinks banks barclays pay customers least every hour online services inaccessible closed many branches thank goodness credit card today invoice inconvenience,0.037151918,0.058114439,0.023127161,0.864021122,0.01758533,customer service,Ineffectual Customer Service
barclaysuk rang call centre reset card pin card reader still saying blocked long card reader gives option put pin,0.008519386,0.00335525,0.00175907,0.985214651,0.001151607,customer service,Ineffectual Customer Service
barclaysuk barclaycard customer going abroad card expire wasted hour phone get replacement card arrived expiry date useless secure messaging chat available complained heard nothing twitter bravo,0.016905017,0.013735138,0.00767584,0.958148479,0.003535594,customer service,Channel of Communication
hey barclays thanks stopping old bank card new one arrived really helpful trying buy food,0.017430432,0.081175774,0.015630839,0.859128296,0.026634678,customer service,Ineffectual Customer Service
martinslewis itvmlshow message barclays reward card change foreign transactions august,0.011516297,0.978901029,0.003223217,0.004513307,0.001846152,reward programme,Reward Programme
barclaysukhelp yeah time address got updated amp card ordered thing got card delivered pin device requested replacement via online services,0.003027131,0.006472341,0.001025486,0.988102853,0.00137223,customer service,Channel of Communication
barclays people barclays bank help matter cash cows banks need harder screw best saving rate high street bank best credit card interest rate overdraft rate https zwabb,0.022978105,0.146136001,0.05336849,0.759319782,0.018197589,customer service,Inappropriate pricing
frontiercare ready cancel barclays guys try hard get passengers sign onto credit card totally dick around made payment credit card week ago money left bank acct last week,0.051256664,0.011126496,0.449701697,0.485009015,0.00290612,customer service,Ineffectual Customer Service
changed credit limit received text said struggle use debit card stay limit peak spending times could higher lower limit never defaulted paying statement,0.748384237,0.02953822,0.030927317,0.176292643,0.014857637,reminder system,Inappropriate pricing
